Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Master of Science - Materials Engineering - Transportation Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Materials Engineering - Water Resources Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Mechanical Engineering,"32,506.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Science - Supply Chain and Operations Management,"25,802.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Social Work,"28,772.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,78.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,Master of Urban Planning and Policy,"33,006.00",0,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,19,21,17,20,6,6,6,6,863,,80,6.5
,American Language and Culture Program (ALCP),"18,192.00",75,Start:,English as Second Language (ESL),Grade 12 / High School,,,,,,,,,,83,,,
,Bachelor of Science - Advertising,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Biochemistry,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Biology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Chemical Engineering,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Civil Engineering,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Computer Engineering,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Computer Science,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Electrical Engineering,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Environmental Science - Biological Science,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Physics - General,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Sustainable Food Systems,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Mathematics - Mathematical Biology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Marketing - Marketing Analytics,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Management and Human Resources - Management,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Business Economics - General,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Business Economics - Finance,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Environmental Science - Biophysical Science,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Chemistry - General,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Landscape Architecture,"26,802.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Animal and Veterinary Science - Dairy Science,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Accounting,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Marketing - Entrepreneurship,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Food Science - Food Science,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Virtual Technology and Design,"26,802.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,"Bachelor of Science - Recreation, Sport and Tourism Management","25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - Political Science,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Applied Physics,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Organizational Sciences,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Operations Management,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Microbiology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Mechanical Engineering,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Marketing - PGA Golf Management,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Mathematics - Computation,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Statistics,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Industrial Technology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Geography,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Finance,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Exercise Science and Health,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Dance,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Chemistry - Forensics,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Chemistry - Pre-Medical,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Anthropology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Ecology and Conservation Biology - Conservation Biology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Geology - General Geology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Journalism,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Materials Science and Engineering,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Molecular Biology and Biotechnology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Exercise Science and Health - Physical Education Teacher Certification,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Renewable Materials,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,"Bachelor of Science - Apparel, Textiles and Design","25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Agricultural Education,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Agricultural Systems Management,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,"Bachelor of Science - Child, Family and Consumer Studies - Child Development and Family Relations","25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Animal and Veterinary Science - Pre-Veterinary and Science,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Early Childhood Development and Education,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - English - Creative Writing,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - English - Literature,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - History,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Interior Design,"26,802.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - Philosophy,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - Sociology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - English - Teaching,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Architecture,"26,802.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - English - Linguistics and Literacy,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - Art,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - Sociology - Criminology,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - Sociology - Inequalities and Globalization,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - Theatre,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Fine Arts - Studio Art and Design,"26,802.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Fine Arts - Theatre,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - English - Professional Writing,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Science - Broadcasting and Digital Media,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Bachelor of Arts - International Studies,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Pre-Physical Therapy Focus,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Pre-Pharmacy Focus,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Pre-Optometry Focus,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Pre-Dentistry Focus,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Pre-Occupational Therapy Focus,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Pre-Medicine Focus,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Pre-Physician Assistant Focus,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Master of Accountancy,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
,Master of Science - Animal Science,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Applied Economics,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Bioinformatics and Computational Biology,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,100,7
,Master of Science - Biology,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Engineering - Chemical Engineering,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Chemistry,"26,988.00",70,Start:,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Computer Science,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Arts - English,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,83,6.5
,Master of Arts - Teaching English as a Second Language,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,83,6.5
,Master of Science - Food Science,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,80,6.5
,Master of Science - Geography,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Arts - History,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,88,6.5
,Master of Science - Integrated Architecture and Design,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Natural Resources,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Material Science and Engineering,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Mathematics,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Engineering - Mechanical Engineering,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Movement and Leisure Science,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Engineering - Nuclear Engineering,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Physics,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Plant Science,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Arts - Political Science,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,96,7
,Master of Education - Rehabilitation Counseling and Human Services,"26,988.00",70,"Start: May 2020, May 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,96,7
,Master of Landscape Architecture,"28,290.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,83,6.5
,Master of Engineering - Civil Engineering,"26,988.00",70,Start:,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Science - Psychology,"26,988.00",70,Start:,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Architecture,"28,290.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Master of Music,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,88,6.5
,Master of Public Administration,"26,988.00",70,"Start: May 2020, Aug 2020",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,96,7
,Master of Fine Arts - Art,"26,988.00",70,Start: Aug 2020,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,,,,,,,,,83,,79,6.5
,Bachelor of Arts - Advertising,"25,500.00",70,"Start: May 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,75.00%,,,,,,,,,83,,70,6
